,collector,country,un_subregion,so_region,age_range,age_midpoint,gender,self_identification,occupation,occupation_group,experience_range,experience_midpoint,salary_range,salary_midpoint,big_mac_index,tech_do,tech_want,aliens,programming_ability,employment_status,industry,company_size_range,team_size_range,women_on_team,remote,job_satisfaction,job_discovery,dev_environment,commit_frequency,hobby,dogs_vs_cats,desktop_os,unit_testing,rep_range,visit_frequency,why_learn_new_tech,education,open_to_new_job,new_job_value,job_search_annoyance,interview_likelihood,how_to_improve_interview_process,star_wars_vs_star_trek,agree_tech,agree_notice,agree_problemsolving,agree_diversity,agree_adblocker,agree_alcohol,agree_loveboss,agree_nightcode,agree_legacy,agree_mars,important_variety,important_control,important_sameend,important_newtech,important_buildnew,important_buildexisting,important_promotion,important_companymission,important_wfh,important_ownoffice,developer_challenges,why_stack_overflow
47023,Facebook,Romania,Eastern Europe,Eastern Europe,30-34,32.0,Male,Sr. Developer; Manager,Back-end web developer,Back-end web developer,11+ years,13.0,,,,JavaScript; LAMP; PHP; SQL,JavaScript; PHP; R; SQL,No,9.0,Employed full-time,Internet,500-999 employees,15-20 people,2,I rarely work remotely,,Contacted by company (in-house recruiter),PhpStorm,Multiple times a day,2-5 hours per week,,Windows 7,Yes,I'm not sure,Once a week,To keep my skills up to date,"Full-time, intensive program (e.g. ""boot-camp""); B.A. in Computer Science (or related field); Masters Degree in Computer Science (or related field)",,Salary,,40%,Introduce me to the boss; Introduce me to the team,,Agree somewhat,Agree somewhat,Agree completely,Agree somewhat,Agree somewhat,Disagree completely,Neutral,Neutral,Neutral,Disagree completely,This is very important,This is very important,I don't care about this,This is very important,This is very important,This is very important,This is very important,This is somewhat important,This is very important,This is very important,,To get help for my job; To receive help on my personal projects
47032,Facebook,Romania,Eastern Europe,Eastern Europe,25-29,27.0,Male,Developer; Programmer; Manager,Full-stack web developer,Full-stack web developer,6 - 10 years,8.0,"Less than $10,000",5000.0,,"Cloud (AWS, GAE, Azure, etc.); Java; JavaScript; SQL","Cloud (AWS, GAE, Azure, etc.); MongoDB; Node.js; ReactJS; Redis",Yes,8.0,Self-employed,Software Products,1-4 employees,1-4 people,"I am not on a ""team""",Full-time remote,I'm somewhat satisfied with my job,Self-employed - I created my own job,Atom; Notepad++; Sublime; IntelliJ,Once a day,None,Cats,Windows 10,I don't know,2 - 100,Once a day,I want to be a better developer,"I'm self-taught; On-the-job training; Full-time, intensive program (e.g. ""boot-camp""); B.S. in Computer Science (or related field)",I am not interested in new job opportunities,Tech stack; Work/life balance; Company reputation,,40%,interview_coffee; Fewer brainteasers,Star Wars,Agree somewhat,Agree completely,Agree completely,Agree completely,Disagree somewhat,Disagree somewhat,Agree somewhat,Neutral,Disagree completely,Neutral,This is very important,This is somewhat important,This is somewhat important,This is very important,This is very important,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,Inefficient development processes; Corporate policies; Non-technical management,To give help to others; Because I can't do my job without it; To receive help on my personal projects; Beacause I love to learn
47037,Facebook,Romania,Eastern Europe,Eastern Europe,25-29,27.0,Male,Developer; Programmer; Full-stack Developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47050,Facebook,Romania,Eastern Europe,Eastern Europe,25-29,27.0,Female,Developer; Programmer; Full-stack Developer; Full Stack Overflow Developer,Desktop developer,Desktop developer,2 - 5 years,3.5,"Less than $10,000",5000.0,,C#; JavaScript; PHP; SQL; SQL Server,C#; Java; JavaScript; PHP; SQL; SQL Server,No,7.0,Employed full-time,Other (please specify),20-99 employees,5-9 people,2,Part-time remote,I love my job,Other,Notepad++; Eclipse; Visual Studio,Once a day,1-2 hours per week,Dogs,Windows 7,No,I don't have an account,Multiple times a day,I want to be a better developer,"Mentorship program (e.g. Flatiron School, GDI, etc.); Some college coursework in Computer Science (or related field); B.A. in Computer Science (or related field); Masters Degree in Computer Science (or related field)",I am not interested in new job opportunities,Salary; Equity; Work/life balance,Writing my CV and keeping it updated,50%,Introduce me to the boss; Fewer brainteasers,Star Wars,Agree somewhat,Agree completely,Agree completely,Neutral,Neutral,Disagree completely,Agree somewhat,Neutral,Disagree somewhat,Agree somewhat,This is very important,This is somewhat important,This is somewhat important,This is very important,This is very important,This is very important,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,Poor team dynamics; Poor scheduling; Unrealistic expectations,To get help for my job; Because I can't do my job without it
47090,Facebook,Romania,Eastern Europe,Eastern Europe,25-29,27.0,Male,Developer; Engineer; Programmer; Hacker,Mobile developer - iOS,"Mobile Dev (Android, iOS, WP & Multi-Platform)",2 - 5 years,3.5,"$20,000 - $30,000",25000.0,,C; C++; iOS; Node.js; Objective-C,C; C++; iOS; Node.js; Objective-C,Yes,10.0,Employed full-time,Retail,"1,000-4,999 employees",15-20 people,3,I rarely work remotely,I love my job,Contacted by external recruiter,Atom; Visual Studio; Xcode,Multiple times a day,2-5 hours per week,Dogs,Mac OS X,I don't know,I'm not sure,Multiple times a day,I'm curious,I'm self-taught,"I'm not actively looking, but I am open to new opportunities",Salary; Ability to make or influence important decisions; Company size; Company financials; Job title; Office location; Quality of colleagues; Company reputation; Building something that's innovative,Taking time off work to interview,80%,Fewer brainteasers,Star Wars,Agree completely,Agree completely,Agree completely,Agree somewhat,Agree completely,Agree somewhat,Neutral,Agree somewhat,Neutral,Disagree completely,This is very important,This is somewhat important,This is somewhat important,This is very important,This is very important,This is somewhat important,This is very important,This is somewhat important,This is somewhat important,This is somewhat important,Non-technical management; Interacting with non-technical people; Interacting with stupid people; Changing requirements; Unspecific requirements; Trying to be nice,To get help for my job; To communicate with others like me
47095,Facebook,Romania,Eastern Europe,Eastern Europe,25-29,27.0,Male,Developer; Programmer,Back-end web developer,Back-end web developer,2 - 5 years,3.5,Rather not say,,,Android; C++; JavaScript; PHP; SQL; SQL Server; WordPress,Java; Python,Yes,8.0,Employed full-time,Retail,"1,000-4,999 employees",15-20 people,2,I rarely work remotely,I love my job,Other,Notepad++; PhpStorm,Multiple times a day,2-5 hours per week,Dogs,Windows 10,Yes,I'm not sure,Once a week,To keep my skills up to date,"Full-time, intensive program (e.g. ""boot-camp"")","I'm not actively looking, but I am open to new opportunities",Salary; Equity; Health insurance; Industry; Tech stack; Company size; Company stage; Work/life balance; Opportunity for advancement; Office location; Quality of colleagues; Company culture; Company reputation; Remote working option; Flexible work hours; Building something that's innovative,Finding time to search for a job,30%,Show me more live code; Introduce me to the team; Show me the space in which I will work,Star Wars,,,,,,,,,,,,,,,,,,,,,,
47096,Facebook,Romania,Eastern Europe,Eastern Europe,30-34,32.0,Female,Engineer; Programmer; Sr. Developer; Rockstar; Ninja; Guru; Expert; Full-stack Developer; Hacker,Back-end web developer,Back-end web developer,11+ years,13.0,,,,MongoDB; PHP; SQL,Arduino / Raspberry Pi; AngularJS; C++; MongoDB; PHP; Redis,Yes,10.0,Employed full-time,Retail,"1,000-4,999 employees",5-9 people,0,I rarely work remotely,I'm somewhat satisfied with my job,Contacted by company (in-house recruiter),NetBeans; PhpStorm,Multiple times a day,2-5 hours per week,Dogs,Mint,Yes,"5,001 - 10,000",Once a week,To keep my skills up to date,I'm self-taught,"I'm not actively looking, but I am open to new opportunities",Salary; Health insurance; Tech stack; Quality of colleagues; Flexible work hours,Writing my CV and keeping it updated,,Show me more live code; Introduce me to the team,,Agree completely,Agree completely,Agree completely,Neutral,Neutral,Agree completely,Agree completely,Agree completely,Agree completely,Disagree completely,I don't care about this,This is very important,I don't care about this,This is very important,This is very important,This is very important,This is very important,This is somewhat important,I don't care about this,I don't care about this,Poor team dynamics; Poor scheduling; Outdated technologies,To get help for my job; To give help to others; Beacause I love to learn
47100,Facebook,Romania,Eastern Europe,Eastern Europe,20-24,22.0,Male,Developer; Programmer; Full-stack Developer; Full Stack Overflow Developer,Full-stack web developer,Full-stack web developer,1 - 2 years,1.5,"$10,000 - $20,000",15000.0,,JavaScript; PHP; SQL,Android; Arduino / Raspberry Pi; C++; Java; Python,No,7.0,Employed full-time,Retail,"1,000-4,999 employees",5-9 people,2,I rarely work remotely,I'm somewhat satisfied with my job,Facebook,Sublime; Vim; PhpStorm,Multiple times a day,2-5 hours per week,Dogs,Windows 10,Yes,101 - 500,Multiple times a day,To build a specific product I have in mind,I'm self-taught; On-the-job training; B.S. in Computer Science (or related field),I am not interested in new job opportunities,Salary; Opportunity for advancement; Quality of colleagues; Company reputation; Building something that's significant; Flexible work hours,Writing cover letters,50%,Introduce me to the team; Show me the space in which I will work; Prepare me for who I will be speaking with,,Agree somewhat,Disagree somewhat,Agree completely,Agree completely,Agree completely,Neutral,Neutral,Agree completely,Agree somewhat,Neutral,This is very important,This is somewhat important,I don't care about this,This is very important,This is very important,This is very important,This is somewhat important,This is somewhat important,I don't care about this,I don't care about this,Inefficient development processes; Unrealistic expectations; Poor documentation; Interacting with non-technical people; Changing requirements,To get help for my job; To give help to others; To receive help on my personal projects
47108,Facebook,Romania,Eastern Europe,Eastern Europe,20-24,22.0,Male,Developer; Programmer,Back-end web developer,Back-end web developer,Less than 1 year,0.5,"Less than $10,000",5000.0,,AngularJS; CoffeeScript; JavaScript; MongoDB; Ruby; SQL,Java; JavaScript; Node.js; Python; ReactJS; Ruby; SQL,Yes,8.0,Employed full-time,Consumer Products,20-99 employees,5-9 people,1,I rarely work remotely,I'm neither satisfied nor dissatisfied,LinkedIn,Atom; Notepad++; Sublime,Multiple times a day,2-5 hours per week,Dogs,Ubuntu,Yes,"501 - 1,000",Multiple times a day,I'm curious,I'm self-taught; On-the-job training; Some college coursework in Computer Science (or related field); Masters Degree in Computer Science (or related field),"I'm not actively looking, but I am open to new opportunities",Ability to make or influence important decisions; Quality of colleagues; Remote working option; Flexible work hours,Searching for a job that seems interesting,30%,Offer remote interviews (e.g. via video conference),Star Wars,Agree somewhat,Agree somewhat,Agree completely,Neutral,Disagree somewhat,Disagree completely,Neutral,Disagree completely,Neutral,Neutral,This is somewhat important,This is very important,I don't care about this,This is somewhat important,This is somewhat important,I don't care about this,I don't care about this,This is somewhat important,This is somewhat important,I don't care about this,Fragile code base; Unrealistic expectations; Changing requirements,To give help to others; To communicate with others like me; To receive help on my personal projects; Beacause I love to learn
47110,Facebook,Romania,Eastern Europe,Eastern Europe,30-34,32.0,Male,Sr. Developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47120,Facebook,Romania,Eastern Europe,Eastern Europe,30-34,32.0,Male,Developer; Programmer; Sr. Developer; Manager; Ninja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47121,Facebook,Romania,Eastern Europe,Eastern Europe,20-24,22.0,Male,Developer; Programmer; Rockstar; Ninja; Guru; Expert; Full-stack Developer; Full Stack Overflow Developer; Hacker,Full-stack web developer,Full-stack web developer,6 - 10 years,8.0,"$10,000 - $20,000",15000.0,,C#; JavaScript; LAMP; Node.js; PHP,C; C++; C#; JavaScript; Node.js,Yes,10.0,Employed full-time,Retail,"1,000-4,999 employees",5-9 people,0,Never,I'm somewhat satisfied with my job,A friend referred me,Sublime; Vim; PhpStorm; Visual Studio; Visual Studio Code,A couple times a week,20+ hours per week,Dogs,Ubuntu,Yes,101 - 500,Multiple times a day,I want to be a better developer,I'm self-taught,"I'm not actively looking, but I am open to new opportunities",Salary; Quality of colleagues; Building something that's significant; Building something that's innovative,Taking time off work to interview,50%,Be more flexible about interview scheduling; Offer remote interviews (e.g. via video conference),Star Wars,Disagree somewhat,Agree somewhat,Agree completely,Agree completely,Agree somewhat,Agree somewhat,Agree completely,Agree completely,Agree somewhat,Agree somewhat,This is very important,This is very important,This is somewhat important,This is very important,This is very important,This is very important,This is very important,This is very important,This is somewhat important,I don't care about this,Inefficient development processes; Unrealistic expectations; Corporate policies; Outdated technologies; Limited resources,To receive help on my personal projects; Beacause I love to learn
47129,Facebook,Romania,Eastern Europe,Eastern Europe,25-29,27.0,Male,Developer; Manager,Machine learning developer,"Mathematics Developers (Data Scientists, Machine Learning Devs & Devs with Stats & Math Backgrounds)",2 - 5 years,3.5,"$20,000 - $30,000",25000.0,,JavaScript; PHP; Redis; SQL,Android; MongoDB; Node.js; Python,Yes,7.0,Employed full-time,Internet,"1,000-4,999 employees",5-9 people,2,Part-time remote,I'm somewhat satisfied with my job,Contacted by external recruiter,Sublime; Vim; PhpStorm,Multiple times a day,1-2 hours per week,Other (please specify),Windows 8,Yes,I don't have an account,Multiple times a day,I want to be a better developer,"I'm self-taught; On-the-job training; Full-time, intensive program (e.g. ""boot-camp""); Online class (e.g. Coursera, Codecademy, Khan Academy, etc.); Some college coursework in Computer Science (or related field)",I am actively looking for a new job,Salary; Work/life balance; Remote working option; Flexible work hours,Taking time off work to interview,60%,Show me more live code; Offer remote interviews (e.g. via video conference),Star Trek,Agree completely,Agree completely,Agree completely,Agree completely,Agree completely,Disagree completely,Neutral,Disagree somewhat,Neutral,Neutral,This is somewhat important,I don't care about this,This is somewhat important,This is very important,This is very important,This is somewhat important,This is very important,I don't care about this,This is very important,This is very important,Limited resources,To get help for my job; To give help to others; whyso_onlinepresence; Beacause I love to learn
47167,Facebook,Romania,Eastern Europe,Eastern Europe,25-29,27.0,Male,Developer; Programmer,Database administrator,Database administrator,2 - 5 years,3.5,,,,Java; SQL,Android; C#; Java; SQL,Yes,8.0,Employed full-time,Retail,100-499 employees,5-9 people,2,I rarely work remotely,I'm somewhat satisfied with my job,Contacted by company (in-house recruiter),Notepad++; NetBeans,A couple times a week,2-5 hours per week,Dogs,Windows 8,Yes,I don't have an account,Once a day,I want to be a better developer,"I'm self-taught; On-the-job training; Online class (e.g. Coursera, Codecademy, Khan Academy, etc.); B.A. in Computer Science (or related field); Masters Degree in Computer Science (or related field)",I am not interested in new job opportunities,Salary; Work/life balance; Opportunity for advancement,Taking time off work to interview,50%,Be more flexible about interview scheduling; Introduce me to the boss; Introduce me to the team,Star Wars,Neutral,Disagree somewhat,Disagree somewhat,Neutral,Disagree completely,Disagree somewhat,Neutral,Disagree somewhat,Neutral,Agree completely,This is very important,This is somewhat important,This is somewhat important,This is very important,This is very important,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,Poor team dynamics; Unrealistic expectations; Non-technical management,To get help for my job; whyso_onlinepresence; Beacause I love to learn
47172,Facebook,Romania,Eastern Europe,Eastern Europe,25-29,27.0,Female,Developer,Back-end web developer,Back-end web developer,2 - 5 years,3.5,"$20,000 - $30,000",25000.0,,JavaScript; LAMP; PHP; SQL,Android; Java; PHP; Python; SQL,No,8.0,Employed full-time,Consumer Products,100-499 employees,5-9 people,3,Never,I'm somewhat satisfied with my job,Contacted by company (in-house recruiter),Notepad++; Vim; PhpStorm,Multiple times a day,None,Other (please specify),Windows 8,Yes,1,Multiple times a day,I'm curious,I'm self-taught; On-the-job training; Masters Degree in Computer Science (or related field),I am actively looking for a new job,Salary; Health insurance; Work/life balance; Opportunity for advancement; Company culture; Building something that's significant; Building something that's innovative,Writing my CV and keeping it updated,10%,Be more flexible about interview scheduling; Offer remote interviews (e.g. via video conference); Show me the space in which I will work,Star Wars,Agree somewhat,Neutral,Agree completely,Agree somewhat,Agree somewhat,Disagree completely,Neutral,Disagree somewhat,Agree somewhat,Disagree completely,This is somewhat important,This is very important,This is somewhat important,This is very important,This is very important,This is very important,This is somewhat important,This is somewhat important,I don't care about this,I don't care about this,Poor team dynamics; Inefficient development processes; Unrealistic expectations; Poor documentation; Unspecific requirements; Limited resources,To get help for my job; To receive help on my personal projects; Beacause I love to learn
47174,Facebook,Romania,Eastern Europe,Eastern Europe,25-29,27.0,Male,Developer,Back-end web developer,Back-end web developer,6 - 10 years,8.0,,,,JavaScript; PHP,JavaScript; PHP,Yes,9.0,Employed full-time,Retail,"1,000-4,999 employees",10-14 people,0,Never,I'm somewhat satisfied with my job,Contacted by company (in-house recruiter),PhpStorm,Multiple times a day,None,Cats,Windows 10,Yes,I don't have an account,Multiple times a day,To build a specific product I have in mind,I'm self-taught,"I'm not actively looking, but I am open to new opportunities",Salary; Company size; Quality of colleagues,Searching for a job that seems interesting,,Be more flexible about interview scheduling; Introduce me to the team; Show me the space in which I will work,Star Trek,Agree completely,Neutral,Agree completely,Agree somewhat,Agree completely,Neutral,Agree somewhat,Neutral,Agree somewhat,Agree completely,This is very important,This is somewhat important,I don't care about this,This is somewhat important,This is very important,This is somewhat important,This is somewhat important,I don't care about this,I don't care about this,I don't care about this,Poor documentation; Corporate policies; Changing requirements,To get help for my job
47181,Facebook,Romania,Eastern Europe,Eastern Europe,< 20,16.0,Male,Developer; Engineer; Programmer,Embedded application developer,Embedded application developer,2 - 5 years,3.5,"$10,000 - $20,000",15000.0,,C; C++; JavaScript; PHP; Python; SQL,Java; MongoDB; Ruby,Other (please specify),8.0,Other (please specify),Other (please specify),"1,000-4,999 employees",5-9 people,0,Never,I'm somewhat satisfied with my job,I knew I wanted to work here. I sought out the opportunity directly,Sublime; IntelliJ; PhpStorm; Visual Studio; Xcode,A couple times a week,2-5 hours per week,Dogs,Mac OS X,Yes,101 - 500,Multiple times a day,I want to be a better developer,I'm self-taught; On-the-job training; Some college coursework in Computer Science (or related field),"I'm not actively looking, but I am open to new opportunities",Salary; Office location; Building something that's significant; Flexible work hours,The interview process,60%,Show me more live code; Introduce me to the team; Fewer brainteasers,,Agree somewhat,Agree completely,Agree somewhat,Agree somewhat,Agree completely,Neutral,Disagree somewhat,Agree completely,Neutral,Disagree completely,This is somewhat important,This is somewhat important,I don't care about this,This is very important,This is very important,This is somewhat important,This is very important,I don't care about this,I don't care about this,I don't care about this,Corporate policies; Interacting with non-technical people; Changing requirements; Unspecific requirements,To get help for my job; To give help to others; To communicate with others like me; To receive help on my personal projects; Beacause I love to learn
47183,Facebook,Romania,Eastern Europe,Eastern Europe,20-24,22.0,Male,Full-stack Developer,Full-stack web developer,Full-stack web developer,2 - 5 years,3.5,"$20,000 - $30,000",25000.0,,C++; Node.js; PHP,AngularJS; C; C++; JavaScript; Node.js,Yes,7.0,Employed full-time,Retail,"1,000-4,999 employees",5-9 people,0,I rarely work remotely,I'm neither satisfied nor dissatisfied,Contacted by company (in-house recruiter),Vim; IntelliJ,Once a day,1-2 hours per week,Dogs,Debian,No,2 - 100,Multiple times a day,To keep my skills up to date,I'm self-taught,I am actively looking for a new job,Salary; Ability to make or influence important decisions; Company size; Office location; Company reputation,The interview process,20%,Fewer brainteasers,Star Wars,Neutral,Agree somewhat,Disagree somewhat,Agree completely,Disagree completely,Disagree completely,Neutral,Agree somewhat,Agree somewhat,Agree somewhat,This is very important,This is very important,This is somewhat important,This is very important,This is very important,This is somewhat important,This is very important,This is somewhat important,This is somewhat important,This is very important,Inefficient development processes; Unrealistic expectations,To get help for my job; To demonstrate that I'm good at what I do; Beacause I love to learn
47191,Facebook,Romania,Eastern Europe,Eastern Europe,25-29,27.0,Male,Manager,Front-end web developer,Front-end web developer,6 - 10 years,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47208,Facebook,Romania,Eastern Europe,Eastern Europe,25-29,27.0,Female,Developer,Full-stack web developer,Full-stack web developer,2 - 5 years,3.5,"Less than $10,000",5000.0,,Java; SQL,Android; Java; SQL; SQL Server,Yes,7.0,Employed full-time,Web Services,20-99 employees,1-4 people,3,Never,I'm somewhat dissatisfied with my job,"Other job website e.g. Indeed, Monster, Dice, Xing, etc.",Notepad++; IntelliJ,A few times a month,1-2 hours per week,Cats,Windows 7,Yes,1,Multiple times a day,To keep my skills up to date,I'm self-taught; On-the-job training; Some college coursework in Computer Science (or related field); B.S. in Computer Science (or related field),"I'm not actively looking, but I am open to new opportunities",Building something that's significant; Remote working option; Building something that's innovative,Writing my CV and keeping it updated,20%,Offer remote interviews (e.g. via video conference),Star Wars,Agree completely,Disagree somewhat,Agree completely,Agree completely,Agree completely,Disagree completely,,Disagree completely,Disagree completely,Disagree completely,This is very important,This is somewhat important,I don't care about this,This is somewhat important,This is very important,This is very important,I don't care about this,I don't care about this,This is very important,I don't care about this,Poor team dynamics; Interacting with stupid people; Trying to be nice,To get help for my job; To receive help on my personal projects; Beacause I love to learn
47227,Facebook,Romania,Eastern Europe,Eastern Europe,20-24,22.0,Male,Developer; Programmer,Full-stack web developer,Full-stack web developer,2 - 5 years,3.5,"Less than $10,000",5000.0,,C; JavaScript; Matlab; MongoDB; PHP; SQL; WordPress,Android; AngularJS; iOS; Java; JavaScript; MongoDB; Node.js; Perl; PHP; Python; Ruby; SQL; SQL Server; WordPress,Yes,7.0,Other (please specify),Software Products,10-19 employees,1-4 people,2,I rarely work remotely,I'm somewhat satisfied with my job,"Other job website e.g. Indeed, Monster, Dice, Xing, etc.",Notepad++; Sublime; NetBeans; Visual Studio; Zend,Once a day,10-20 hours per week,Dogs,Windows 8,No,I'm not sure,Multiple times a day,I want to be a better developer,"I'm self-taught; On-the-job training; Part-time program (e.g. night school); Online class (e.g. Coursera, Codecademy, Khan Academy, etc.); Some college coursework in Computer Science (or related field)",I am not interested in new job opportunities,Building something that's significant; Remote working option; Building something that's innovative,Writing cover letters,30%,Show me more live code; Be more flexible about interview scheduling; interview_coffee,Star Wars,Agree completely,Agree completely,Agree completely,Agree completely,Agree somewhat,Agree completely,Agree completely,Agree completely,Agree somewhat,Neutral,This is very important,This is very important,I don't care about this,This is very important,This is very important,This is very important,This is very important,This is very important,This is somewhat important,This is somewhat important,Poor scheduling; Unrealistic expectations; Unspecific requirements,To get help for my job; To give help to others; Beacause I love to learn
47228,Facebook,Romania,Eastern Europe,Eastern Europe,20-24,22.0,Male,Developer; Engineer; Programmer,Mobile developer,"Mobile Dev (Android, iOS, WP & Multi-Platform)",2 - 5 years,3.5,"$20,000 - $30,000",25000.0,,iOS; Objective-C,Swift,Yes,7.0,Employed full-time,Other (please specify),"1,000-4,999 employees",10-14 people,2,Never,I love my job,Contacted by company (in-house recruiter),Xcode,Multiple times a day,10-20 hours per week,Dogs,Mac OS X,I don't know,101 - 500,Once a week,I want to be a better developer,"I'm self-taught; On-the-job training; Online class (e.g. Coursera, Codecademy, Khan Academy, etc.); B.S. in Computer Science (or related field)","I'm not actively looking, but I am open to new opportunities",Salary; Work/life balance; Company reputation,Writing my CV and keeping it updated,40%,Show me more live code; Introduce me to the team; Show me the space in which I will work,Star Wars,Agree completely,Agree completely,Agree completely,Agree completely,Agree completely,Disagree completely,Agree somewhat,Neutral,Agree somewhat,Agree somewhat,This is somewhat important,This is very important,This is somewhat important,This is somewhat important,This is somewhat important,I don't care about this,This is very important,This is somewhat important,I don't care about this,I don't care about this,Poor team dynamics; Fragile code base; Changing requirements,To get help for my job; To give help to others
47252,Facebook,Romania,Eastern Europe,Eastern Europe,30-34,32.0,Male,Developer,Full-stack web developer,Full-stack web developer,6 - 10 years,8.0,"$20,000 - $30,000",25000.0,,JavaScript; PHP; SQL,AngularJS; Node.js; Python; Redis,No,7.0,Employed full-time,Retail,"1,000-4,999 employees",5-9 people,3,Never,I'm somewhat satisfied with my job,Contacted by company (in-house recruiter),PhpStorm,Multiple times a day,1-2 hours per week,Dogs,Windows 10,I don't know,,Multiple times a day,I'm curious,I'm self-taught; B.A. in Computer Science (or related field),"I'm not actively looking, but I am open to new opportunities",Salary; Opportunity for advancement; Quality of colleagues; Company culture; Flexible work hours,Writing cover letters,50%,Introduce me to the team; interview_coffee,Star Wars,Agree somewhat,Agree somewhat,Agree completely,Agree somewhat,Neutral,Disagree completely,Neutral,Neutral,Agree somewhat,Neutral,This is somewhat important,This is somewhat important,I don't care about this,This is very important,This is very important,This is somewhat important,This is somewhat important,This is very important,I don't care about this,I don't care about this,Poor scheduling; Unrealistic expectations; Poor documentation,To get help for my job
47262,Facebook,Romania,Eastern Europe,Eastern Europe,25-29,27.0,Male,Developer,Back-end web developer,Back-end web developer,6 - 10 years,8.0,"$20,000 - $30,000",25000.0,,LAMP; PHP; SQL,C; Java; Redis; Ruby,Yes,8.0,Employed full-time,Retail,"1,000-4,999 employees",1-4 people,0,Never,I'm somewhat satisfied with my job,I knew I wanted to work here. I sought out the opportunity directly,PhpStorm,Multiple times a day,2-5 hours per week,Cats,Ubuntu,Yes,I'm not sure,Multiple times a day,I want to be a better developer,I'm self-taught,"I'm not actively looking, but I am open to new opportunities",Opportunity for advancement; Building something that's significant,Searching for a job that seems interesting,10%,interview_coffee; Show me the space in which I will work,,Agree somewhat,Agree completely,Agree completely,Agree somewhat,Agree completely,Disagree somewhat,Neutral,Agree somewhat,Agree somewhat,Neutral,This is somewhat important,I don't care about this,I don't care about this,This is very important,This is very important,This is very important,This is somewhat important,I don't care about this,This is somewhat important,I don't care about this,Fragile code base; Unrealistic expectations; Corporate policies,To get help for my job; Because I can't do my job without it
47265,Facebook,Romania,Eastern Europe,Eastern Europe,30-34,32.0,Male,Developer; Engineer; Programmer; Sr. Developer; Full-stack Developer,Full-stack web developer,Full-stack web developer,11+ years,13.0,"$60,000 - $70,000",65000.0,,Arduino / Raspberry Pi; AngularJS; JavaScript; LAMP; Node.js; PHP; Python; SQL; WordPress,Arduino / Raspberry Pi; AngularJS; Node.js; PHP,No,8.0,Employed full-time,Consumer Products,"1,000-4,999 employees",15-20 people,5,I rarely work remotely,I love my job,Career fair,Notepad++; Sublime; Vim; PhpStorm,Multiple times a day,20+ hours per week,Dogs,Mac OS X,I don't know,2 - 100,Once a day,To keep my skills up to date,"I'm self-taught; Full-time, intensive program (e.g. ""boot-camp"")","I'm not actively looking, but I am open to new opportunities",Salary; Health insurance; Industry; Tech stack; Company size; Company stage; Office location; Company culture; Company reputation; Flexible work hours,Writing my CV and keeping it updated,50%,Show me more live code; Introduce me to the boss; Introduce me to the team; Show me the space in which I will work; Fewer brainteasers,,Agree completely,Agree completely,Agree somewhat,Agree somewhat,Agree completely,Disagree completely,Neutral,Agree completely,Agree completely,Neutral,This is very important,This is somewhat important,This is very important,This is very important,This is very important,This is very important,This is somewhat important,This is very important,This is somewhat important,This is very important,Poor team dynamics; Poor scheduling; Unrealistic expectations; Poor documentation; Interacting with non-technical people; Interacting with stupid people,To get help for my job; To give help to others; To communicate with others like me
47291,Facebook,Romania,Eastern Europe,Eastern Europe,20-24,22.0,Male,Full-stack Developer,Full-stack web developer,Full-stack web developer,2 - 5 years,3.5,"$20,000 - $30,000",25000.0,,JavaScript; LAMP; PHP; SQL,AngularJS; MongoDB,Yes,6.0,Employed full-time,Web Services,"1,000-4,999 employees",5-9 people,1,Never,I'm neither satisfied nor dissatisfied,Contacted by company (in-house recruiter),PhpStorm,Multiple times a day,None,Dogs,Windows 8,Yes,I don't have an account,Multiple times a day,I want to be a better developer,On-the-job training,"I'm not actively looking, but I am open to new opportunities",Salary; Tech stack; Opportunity for advancement; Office location,Writing my CV and keeping it updated,10%,Show me more live code; Offer remote interviews (e.g. via video conference); Fewer brainteasers,,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree completely,Disagree completely,Neutral,Agree somewhat,Neutral,Disagree completely,This is very important,This is somewhat important,I don't care about this,This is very important,This is very important,This is very important,This is somewhat important,I don't care about this,I don't care about this,I don't care about this,Inefficient development processes; Non-technical management; Unspecific requirements,To get help for my job; Because I can't do my job without it; To receive help on my personal projects
47293,Facebook,Romania,Eastern Europe,Eastern Europe,25-29,27.0,Female,Developer; Programmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
