,collector,country,un_subregion,so_region,age_range,age_midpoint,gender,self_identification,occupation,occupation_group,experience_range,experience_midpoint,salary_range,salary_midpoint,big_mac_index,tech_do,tech_want,aliens,programming_ability,employment_status,industry,company_size_range,team_size_range,women_on_team,remote,job_satisfaction,job_discovery,dev_environment,commit_frequency,hobby,dogs_vs_cats,desktop_os,unit_testing,rep_range,visit_frequency,why_learn_new_tech,education,open_to_new_job,new_job_value,job_search_annoyance,interview_likelihood,how_to_improve_interview_process,star_wars_vs_star_trek,agree_tech,agree_notice,agree_problemsolving,agree_diversity,agree_adblocker,agree_alcohol,agree_loveboss,agree_nightcode,agree_legacy,agree_mars,important_variety,important_control,important_sameend,important_newtech,important_buildnew,important_buildexisting,important_promotion,important_companymission,important_wfh,important_ownoffice,developer_challenges,why_stack_overflow
22963,House ads,United States,North America,North America,30-34,32.0,Female,Developer; Engineer; Hacker,Front-end web developer,Front-end web developer,6 - 10 years,8.0,"$60,000 - $70,000",65000.0,4.93,AngularJS; JavaScript; WordPress,CoffeeScript; JavaScript; Node.js; Python,Other (please specify),7.0,Employed full-time,Software Products,20-99 employees,5-9 people,,I rarely work remotely,I love my job,A friend referred me,Sublime; Visual Studio; Xcode,A couple times a week,1-2 hours per week,Other (please specify),Mac OS X,Yes,I don't have an account,Once a day,To keep my skills up to date,I'm self-taught; On-the-job training; Some college coursework in Computer Science (or related field),I am not interested in new job opportunities,Salary; Ability to make or influence important decisions; Health insurance; Tech stack; Work/life balance; Office location; Company culture; Building something that's significant,Writing my CV and keeping it updated,30%,Be more flexible about interview scheduling; Introduce me to the boss; Introduce me to the team; Fewer brainteasers; Prepare me for who I will be speaking with,Star Wars; Star Trek,Agree somewhat,Agree completely,Agree somewhat,Agree completely,Agree somewhat,Disagree somewhat,Agree completely,Agree completely,Agree completely,Disagree somewhat,This is very important,This is very important,I don't care about this,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,This is very important,This is somewhat important,I don't care about this,Fragile code base; Poor documentation; Outdated technologies,To get help for my job; To receive help on my personal projects; Beacause I love to learn
22964,House ads,United States,North America,North America,20-24,22.0,Male,Developer,Back-end web developer,Back-end web developer,1 - 2 years,1.5,"$60,000 - $70,000",65000.0,4.93,Hadoop; SQL,Cassandra; Hadoop; Java; Python; SQL,No,4.0,Employed full-time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23009,House ads,United States,North America,North America,20-24,22.0,Male,Developer; Rockstar,Back-end web developer,Back-end web developer,2 - 5 years,3.5,"$30,000 - $40,000",35000.0,4.93,PHP,PHP,Yes,7.0,Employed full-time,Healthcare,5-9 employees,1-4 people,0,Never,I hate my job,Contacted by external recruiter,Notepad++,Once a day,2-5 hours per week,Dogs,Windows 10,Yes,I don't have an account,Once a day,To keep my skills up to date,B.S. in Computer Science (or related field),I am not interested in new job opportunities,Salary; Office location; Company culture,Finding an open job that I'm qualified for,60%,interview_coffee,Star Wars,Neutral,Agree somewhat,Agree somewhat,Agree somewhat,Disagree completely,Disagree completely,Disagree completely,Disagree completely,Disagree somewhat,Disagree somewhat,I don't care about this,This is very important,This is very important,This is somewhat important,This is somewhat important,This is very important,This is very important,This is somewhat important,This is somewhat important,This is somewhat important,Corporate policies; Non-technical management; Interacting with non-technical people; Interacting with stupid people; Poor infrastructure or equipment,To get help for my job; Because I can't do my job without it; Beacause I love to learn
23040,House ads,United States,North America,North America,30-34,32.0,Male,Developer; Engineer; Programmer; Sr. Developer; Full-stack Developer,Full-stack web developer,Full-stack web developer,11+ years,13.0,"$140,000 - $150,000",145000.0,4.93,"AngularJS; C#; Cloud (AWS, GAE, Azure, etc.); Java; Node.js; Python; SQL Server","Android; AngularJS; C#; Cloud (AWS, GAE, Azure, etc.); Dart; F#; Go; Node.js; Python; ReactJS",Other (please specify),9.0,Employed full-time,Education,"1,000-4,999 employees",10-14 people,3,I rarely work remotely,I love my job,A friend referred me,Atom; Notepad++; Sublime; IntelliJ; Visual Studio; Visual Studio Code,Multiple times a day,5-10 hours per week,Dogs,Mac OS X,I don't know,"5,001 - 10,000",Multiple times a day,To build a specific product I have in mind,"I'm self-taught; On-the-job training; Online class (e.g. Coursera, Codecademy, Khan Academy, etc.); Industry certification program; B.S. in Computer Science (or related field)","I'm not actively looking, but I am open to new opportunities",Ability to make or influence important decisions; Quality of colleagues; Building something that's significant,Writing cover letters,50%,Offer remote interviews (e.g. via video conference); Introduce me to the team; Fewer brainteasers,Star Wars,Agree somewhat,Agree completely,Agree completely,Disagree completely,Disagree completely,Neutral,Neutral,Neutral,Agree completely,Agree completely,This is somewhat important,This is very important,I don't care about this,This is very important,This is very important,This is very important,This is somewhat important,This is very important,I don't care about this,This is somewhat important,Poor team dynamics; Non-technical management; Trying to be nice,To get help for my job; To give help to others; To demonstrate that I'm good at what I do; To receive help on my personal projects; Beacause I love to learn
23048,House ads,United States,North America,North America,35-39,37.0,Male,Developer; Engineer; Programmer; Sr. Developer,Mobile developer,"Mobile Dev (Android, iOS, WP & Multi-Platform)",11+ years,13.0,"$90,000 - $100,000",95000.0,4.93,Android; Arduino / Raspberry Pi; C; C++; iOS; Java; Objective-C; Swift,Swift,Yes,8.0,Freelance / Contractor,Foundation / Non-Profit,500-999 employees,10-14 people,2,I rarely work remotely,I love my job,Contacted by external recruiter,Android Studio; Xcode,A couple times a week,2-5 hours per week,Dogs,Mac OS X,Yes,2 - 100,Multiple times a day,I'm curious,I'm self-taught; On-the-job training; Some college coursework in Computer Science (or related field),I am not interested in new job opportunities,Work/life balance; Office location; Company culture; Company reputation; Building something that's significant; Flexible work hours,Other (please specify),0%,Introduce me to the team,Star Trek,Agree somewhat,Agree completely,Agree completely,Agree completely,Disagree completely,Agree somewhat,Agree completely,Agree completely,Disagree somewhat,Disagree completely,This is somewhat important,This is very important,This is very important,This is very important,This is very important,This is very important,I don't care about this,This is very important,This is very important,I don't care about this,Unrealistic expectations; Corporate policies; Non-technical management,To get help for my job; Because I can't do my job without it; Beacause I love to learn
23085,House ads,United States,North America,North America,40-49,44.5,Male,Developer; Programmer; Full Stack Overflow Developer,Front-end web developer,Front-end web developer,2 - 5 years,3.5,"$60,000 - $70,000",65000.0,4.93,JavaScript; Node.js,Arduino / Raspberry Pi; iOS; JavaScript; Node.js; Swift,Other (please specify),4.0,Employed full-time,Healthcare,"10,000+ employees",5-9 people,0,Part-time remote,I love my job,A friend referred me,,A couple times a week,None,Dogs,Mac OS X,Yes,I don't have an account,Once a week,I want to be a better developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23096,House ads,United States,North America,North America,25-29,27.0,Male,Developer; Engineer; Programmer; Full-stack Developer,Full-stack web developer,Full-stack web developer,2 - 5 years,3.5,"$50,000 - $60,000",55000.0,4.93,JavaScript; Python; SQL,"Android; AngularJS; C#; Cloud (AWS, GAE, Azure, etc.); iOS; JavaScript; MATLAB; Node.js; Python; Ruby",Other (please specify),6.0,Employed full-time,Education,"10,000+ employees",5-9 people,3,I rarely work remotely,I love my job,"Other job website e.g. Indeed, Monster, Dice, Xing, etc.",Notepad++; Sublime,A few times a month,5-10 hours per week,Cats,Windows 7,Yes,101 - 500,Once a week,I want to be a better developer,I'm self-taught; On-the-job training; B.S. in Computer Science (or related field),I am actively looking for a new job,Salary; Work/life balance; Company culture,The interview process,20%,Be more flexible about interview scheduling; Offer remote interviews (e.g. via video conference); Show me the space in which I will work,,Agree somewhat,Neutral,Agree somewhat,Agree somewhat,Disagree somewhat,Disagree completely,Agree somewhat,Agree somewhat,Disagree somewhat,Neutral,This is very important,This is very important,This is somewhat important,This is very important,This is somewhat important,This is somewhat important,This is somewhat important,This is very important,This is somewhat important,This is somewhat important,Poor team dynamics; Inefficient development processes; Fragile code base,To get help for my job; To give help to others; To communicate with others like me; To receive help on my personal projects; Beacause I love to learn
23127,House ads,United States,North America,North America,35-39,37.0,Male,Developer; Sr. Developer; Manager,Engineering manager,Engineering manager,11+ years,13.0,"$70,000 - $80,000",75000.0,4.93,C#; JavaScript; LAMP; PHP; SharePoint,,,7.0,Employed full-time,Foundation / Non-Profit,500-999 employees,1-4 people,0,Full-time remote,I'm somewhat dissatisfied with my job,"Other job website e.g. Indeed, Monster, Dice, Xing, etc.",Visual Studio,A few times a month,1-2 hours per week,,Windows 10,,2 - 100,Once a day,To pursue career goals,I'm self-taught,I am actively looking for a new job,Salary; Ability to make or influence important decisions; Health insurance; Work/life balance; Opportunity for advancement; Job title; Office location; Company culture; Company reputation; Building something that's significant; Flexible work hours,Searching for a job that seems interesting,,Introduce me to the boss; Introduce me to the team; Show me the space in which I will work; Prepare me for who I will be speaking with,Star Trek,Disagree completely,Agree completely,Agree somewhat,Neutral,Disagree completely,Disagree completely,Disagree somewhat,Disagree completely,Agree somewhat,Disagree completely,I don't care about this,This is somewhat important,This is somewhat important,I don't care about this,I don't care about this,I don't care about this,This is very important,I don't care about this,This is somewhat important,This is very important,Poor team dynamics; Unrealistic expectations; Poor documentation; Outdated technologies,To get help for my job
23130,House ads,United States,North America,North America,20-24,22.0,Male,Developer; Engineer; Programmer,Back-end web developer,Back-end web developer,2 - 5 years,3.5,"$40,000 - $50,000",45000.0,4.93,PHP; Ruby; SQL,iOS; Swift,No,7.0,Employed full-time,Education,5-9 employees,1-4 people,0,I rarely work remotely,I love my job,A friend referred me,Vim,Multiple times a day,None,Cats,Mac OS X,Yes,2 - 100,Multiple times a day,I'm curious,On-the-job training; B.S. in Computer Science (or related field),I am not interested in new job opportunities,Quality of colleagues; Building something that's significant; Remote working option,Other (please specify),20%,Introduce me to the team,,,,,,,,,,,,,,,,,,,,,,,
23183,House ads,United States,North America,North America,20-24,22.0,Male,Developer; Engineer; Programmer; Full-stack Developer,Full-stack web developer,Full-stack web developer,Less than 1 year,0.5,"$70,000 - $80,000",75000.0,4.93,JavaScript; Ruby,CoffeeScript; JavaScript; Ruby,Yes,,Employed full-time,Software Products,"10,000+ employees",15-20 people,0,Part-time remote,I love my job,A friend referred me,Vim,Multiple times a day,2-5 hours per week,Cats,Mac OS X,Yes,I don't have an account,Multiple times a day,I'm curious,On-the-job training; B.S. in Computer Science (or related field),I am not interested in new job opportunities,Work/life balance; Opportunity for advancement; Quality of colleagues,Searching for a job that seems interesting,50%,interview_coffee; Fewer brainteasers; Prepare me for who I will be speaking with,Star Wars,Agree somewhat,Agree completely,Agree completely,Agree completely,Disagree completely,Disagree completely,Agree somewhat,Disagree somewhat,Disagree somewhat,Disagree completely,I don't care about this,This is somewhat important,This is very important,This is somewhat important,I don't care about this,I don't care about this,This is somewhat important,This is very important,This is somewhat important,I don't care about this,Changing requirements,To get help for my job; To give help to others
23198,House ads,United States,North America,North America,35-39,37.0,Male,Programmer; Sr. Developer; Expert; Full-stack Developer,DevOps,DevOps,11+ years,13.0,"$80,000 - $90,000",85000.0,4.93,"Cloud (AWS, GAE, Azure, etc.); Java; JavaScript; Python; SQL","Arduino / Raspberry Pi; C; Cloud (AWS, GAE, Azure, etc.); Java; Node.js; Python; SQL",No,10.0,Employed full-time,Consulting,"1,000-4,999 employees",15-20 people,11+,Part-time remote,I love my job,I knew I wanted to work here. I sought out the opportunity directly,Notepad++; Vim; Eclipse; IntelliJ; PyCharm,Multiple times a day,10-20 hours per week,Other (please specify),Windows 7,Yes,I'm not sure,Multiple times a day,I'm curious,"I'm self-taught; On-the-job training; Full-time, intensive program (e.g. ""boot-camp""); Online class (e.g. Coursera, Codecademy, Khan Academy, etc.); Some college coursework in Computer Science (or related field)",I am not interested in new job opportunities,Health insurance; Work/life balance; Company culture; Company reputation,Writing cover letters,100%,Introduce me to the team,Star Wars,Agree somewhat,Agree completely,Agree completely,Agree completely,Neutral,Disagree completely,Agree completely,Agree completely,Disagree somewhat,Disagree completely,This is very important,This is somewhat important,I don't care about this,This is very important,This is very important,This is somewhat important,This is somewhat important,This is very important,This is somewhat important,I don't care about this,Inefficient development processes; Unrealistic expectations; Poor documentation; Poor infrastructure or equipment,To get help for my job; To give help to others; Beacause I love to learn
23204,House ads,United States,North America,North America,25-29,27.0,Male,Engineer; Full-stack Developer; Hacker,Back-end web developer,Back-end web developer,1 - 2 years,1.5,"$90,000 - $100,000",95000.0,4.93,C#; JavaScript; Ruby; SQL; SQL Server,"C++; Cloud (AWS, GAE, Azure, etc.); Hadoop; Python; ReactJS; Redis; Swift",Yes,6.0,Employed full-time,Foundation / Non-Profit,100-499 employees,5-9 people,3,I rarely work remotely,I'm somewhat satisfied with my job,"Other job website e.g. Indeed, Monster, Dice, Xing, etc.",Atom; Sublime; Visual Studio,Multiple times a day,10-20 hours per week,Dogs,Mac OS X,Yes,"1,001 - 5,000",Multiple times a day,I want to be a better developer,"I'm self-taught; On-the-job training; Full-time, intensive program (e.g. ""boot-camp""); Some college coursework in Computer Science (or related field)","I'm not actively looking, but I am open to new opportunities",Salary; Industry; Company culture; Company reputation,Finding time to search for a job,10%,Introduce me to the team; Prepare me for who I will be speaking with,Star Wars,Neutral,Agree somewhat,Agree completely,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree completely,Agree completely,Disagree somewhat,This is very important,This is somewhat important,I don't care about this,This is very important,This is very important,This is very important,This is somewhat important,This is somewhat important,I don't care about this,I don't care about this,Unrealistic expectations; Non-technical management; Interacting with stupid people; Unspecific requirements,To give help to others; To demonstrate that I'm good at what I do; To communicate with others like me; To receive help on my personal projects; Beacause I love to learn
23215,House ads,United States,North America,North America,50-59,54.5,Male,Developer,,,,,,,4.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23224,House ads,United States,North America,North America,50-59,54.5,Male,Sr. Developer,Full-stack web developer,Full-stack web developer,11+ years,13.0,"$100,000 - $110,000",105000.0,4.93,C#; JavaScript; LAMP; Perl; SQL; SQL Server,"AngularJS; C#; Cloud (AWS, GAE, Azure, etc.); JavaScript; SQL Server",No,9.0,Freelance / Contractor,Manufacturing,"1,000-4,999 employees",10-14 people,1,I rarely work remotely,I love my job,Contacted by external recruiter,Visual Studio,A couple times a week,1-2 hours per week,Dogs,Windows 7,Yes,2 - 100,Multiple times a day,To keep my skills up to date,On-the-job training; B.S. in Computer Science (or related field),"I'm not actively looking, but I am open to new opportunities",Salary; Health insurance; Tech stack; Work/life balance; Office location,The interview process,40%,Be more flexible about interview scheduling; Show me the space in which I will work,,Agree completely,Agree somewhat,Agree completely,Agree somewhat,Neutral,Disagree completely,Neutral,Disagree completely,Agree somewhat,Disagree completely,I don't care about this,I don't care about this,This is very important,This is very important,This is very important,I don't care about this,I don't care about this,I don't care about this,This is somewhat important,I don't care about this,Unrealistic expectations; Poor infrastructure or equipment; Limited resources,To get help for my job
23229,House ads,United States,North America,North America,30-34,32.0,Male,Developer; Engineer; Programmer; Sr. Developer; Full-stack Developer,other,,11+ years,13.0,"$90,000 - $100,000",95000.0,4.93,C++; Java; Python,"Android; Arduino / Raspberry Pi; C++; Cloud (AWS, GAE, Azure, etc.); Python",No,7.0,Employed full-time,Healthcare,10-19 employees,1-4 people,1,I rarely work remotely,I'm somewhat satisfied with my job,A friend referred me,Emacs,A couple times a week,1-2 hours per week,Cats,Ubuntu,Other (please specify),I don't have an account,Multiple times a day,I learn new technology when my job requires it,I'm self-taught; On-the-job training; Some college coursework in Computer Science (or related field); B.S. in Computer Science (or related field),"I'm not actively looking, but I am open to new opportunities",Salary; Quality of colleagues; Company culture,The interview process,50%,Fewer brainteasers,Star Wars; Star Trek,Agree somewhat,Agree somewhat,Neutral,Neutral,Agree somewhat,Disagree completely,Agree somewhat,Disagree completely,Neutral,Disagree completely,I don't care about this,This is very important,This is somewhat important,This is very important,I don't care about this,This is very important,This is somewhat important,This is somewhat important,I don't care about this,This is somewhat important,Changing requirements; Unspecific requirements; Limited resources,To get help for my job
